Code,Name,PER,PBR,ROE
6177,ＡｐｐＢａｎｋ,,3.0203261,
6178,日本郵政,15.17423,0.55387825,0.04378
6180,ＧＭＯメディア,12.626406,2.564513,-0.04723
6181,タメニー,,17.857143,-1.22481
6182,メタリアル,105.20362,2.5225263,0.02365
6183,ベルシステム２４ホールディングス,13.333334,1.5052813,0.11481
6184,鎌倉新書,21.054945,3.1438906,0.16489
6185,ＳＭＮ,12.592822,1.4296905,0.11998
6186,一蔵,,0.5295703,-0.03684
6189,グローバルキッズＣＯＭＰＡＮＹ,137.02737,1.2917594,0.02331
6190,フェニックスバイオ,,1.1920615,-0.12869
6191,エアトリ,8.993306,0.99836785,0.15899
6193,バーチャレクス・ホールディングス,13.298653,1.498581,0.10865
6194,アトラエ,13.495441,3.0172198,0.11271
6195,ホープ,10.091325,3.2258062,
6196,ストライク,17.794334,4.433814,0.28576002
6197,ソラスト,23.474968,4.2957773,
6198,キャリア,,1.0690604,0.12938
6199,セラク,12.820285,2.0302808,0.15803
6200,インソース,14.163788,5.160364,0.40511
6201,豊田自動織機,29.939943,1.0075754,
6203,豊和工業,53.18733,0.8061332,0.02298
6208,石川製作所,37.31343,2.138221,0.08612
6209,リケンＮＰＲ,9.208145,0.71155846,0.082159996
6210,ＴＯＹＯイノベックス,,0.8341866,-0.026129998
6217,津田駒工業,,2.2482343,-0.05585
6218,エンシュウ,,0.34924302,-0.12376001
6222,島精機製作所,,0.3992612,-0.03167
6223,西部技研,12.210112,1.3032969,0.112220004
6224,ＪＲＣ,11.507975,2.6611369,0.27232
6226,守谷輸送機工業,20.160868,2.506246,0.31624
6227,ＡＩメカテック,51.02105,12.139515,0.26426
6228,ジェイ・イー・ティ,,0.8684888,-0.23634
6229,オーケーエム,13.297942,0.84657574,0.07171
6230,ＳＡＮＥＩ,8.070962,0.6667656,0.08351
6231,木村工機,14.326579,3.1067524,0.25661
6232,ＡＣＳＬ,,17.520409,-1.3993801
6233,ＫＬＡＳＳ,12.4533,0.6875498,0.07316
6235,オプトラン,48.782154,2.4766405,0.048800003
6237,イワキポンプ,12.91986,1.5228395,0.11935
6238,フリュー,19.194517,1.5216633,0.091520004
6239,ナガオカ,14.36845,1.4349864,0.10383
6240,ヤマシンフィルタ,20.0,1.5538422,0.08131
6245,ヒラノテクシード,29.238447,0.70194757,0.019650001
6246,テクノスマート,7.4849234,1.0476409,0.13655
6247,日阪製作所,11.2864,0.73760664,0.06713
6248,横田製作所,11.507274,1.2042923,0.12169
6249,ゲームカードホールディングス,8.143293,0.63999534,0.06185
6250,やまびこ,10.82245,3.0454845,0.10637
6254,野村マイクロ・サイエンス,12.406907,3.6648755,0.32354
6255,エヌ・ピー・シー,23.363216,1.7835959,0.07929
6257,藤商事,,0.49187157,0.0010899999
6258,平田機工,14.662897,1.2969004,0.09392
6262,ＰＥＧＡＳＵＳ,17.391304,0.6199354,0.02339
6264,マルマエ,29.850746,4.7413588,0.19094999
6265,コンバム,16.69443,0.6862522,0.04131
6266,タツモ,10.94108,1.4580821,0.13875
6267,ゼネラルパッカー,9.199588,0.8722667,0.09972
6268,ナブテスコ,37.736,2.0154748,0.05459
6269,三井海洋開発,16.447409,4.1441717,0.30591
6272,レオン自動機,10.953037,0.9867641,0.102060005
6273,ＳＭＣ,28.40909,2.1672733,0.07903
6276,シリウスビジョン,,0.3541918,-0.06286
6277,ホソカワミクロン,19.684782,1.2721937,0.05266
6278,ユニオンツール,45.662617,3.51767,0.07985
6279,瑞光,12.165973,0.66124004,0.055180002
6282,オイレス工業,12.869733,0.95304894,0.0806
6284,日精エー・エス・ビー機械,15.873016,2.0772362,0.13958
6286,靜甲,9.523809,0.5811459,0.07468
6287,サトー,9.920796,0.84016347,0.08141
6289,技研製作所,27.855112,1.1968516,0.04341
6291,日本エアーテック,11.223214,1.3061043,0.00332
6292,カワタ,9.756098,0.42471153,0.02523
6293,日精樹脂工業,,0.42939797,-0.03821
6294,オカダアイヨン,11.185943,0.9852858,0.09132
6298,ワイエイシイホールディングス,26.452536,1.4157699,0.06397
6301,小松製作所,14.90313,1.7697235,0.12517999
6302,住友重機械工業,19.881063,0.9018007,0.046729997
6305,日立建機,13.106144,1.3100368,0.09613
6306,日工,17.00824,0.87112916,0.053829998
6307,サンセイ,6.657692,0.8542888,0.14455
6309,巴工業,14.367906,1.285542,0.09047
6310,井関農機,14.005419,0.52311903,0.03856
6315,ＴＯＷＡ,32.153755,2.9284449,0.08688
6316,丸山製作所,12.853345,0.45263168,0.04815
6317,北川鉄工所,4.694782,0.35107863,0.064569995
6322,タクミナ,8.896595,0.98656505,0.11094
6323,ローツェ,33.11113,4.828904,0.13018
6324,ハーモニック・ドライブ・システムズ,90.90909,5.406342,0.0591
6325,タカキタ,11.847389,0.5591448,0.02162
6326,クボタ,15.722847,1.114529,0.07724
6327,北川精機,33.783115,3.1001031,0.09548
6328,荏原実業,13.42311,4.216487,0.17058
6330,東洋エンジニアリング,,3.869537,
6331,三菱化工機,11.286598,1.6961942,0.17166
6332,月島ホールディングス,6.9590273,1.2144362,0.18406
6333,帝国電機製作所,10.3628235,1.4604527,0.14501001
6334,明治機械,14.245416,1.5007095,0.06068
6335,東京機械製作所,591.46344,0.4808374,0.01938
6336,石井表記,9.478759,0.78204507,0.087340005
6337,テセック,29.325481,1.0179656,0.02056
6338,タカトリ,15.974232,0.93532735,0.06322
6339,新東工業,16.156178,0.40625274,0.03223
6340,澁谷工業,10.741254,0.8642221,0.08295
6342,太平製作所,21.978195,0.504224,0.03162
6343,フリージア・マクロス,8.490566,0.52724886,0.094510004
6345,アイチ　コーポレーション,16.26045,1.2433556,
6346,キクカワエンタープライズ,10.504202,0.5835964,0.045300003
6347,プラコー,,1.7420428,
6349,小森コーポレーション,11.848654,0.7174002,0.08365
6351,鶴見製作所,13.531808,1.0693551,0.07959
6356,日本ギア工業,12.821006,3.4810903,0.07383
6357,三精テクノロジーズ,10.427524,0.8278802,0.1232
6358,酒井重工業,31.845781,0.59329206,0.016
6360,東京自働機械製作所,7.4738274,2.280055,0.0037
6361,荏原製作所,29.673964,1.7954118,0.09571999
6363,酉島製作所,23.809523,1.4853774,0.086940005
6364,ＡＩＲＭＡＮ,10.845689,1.2265923,0.12695
6365,電業社機械製作所,8.389261,0.8663921,0.10009
6366,千代田化工建設,39.366055,2.7927556,1.2447
6367,ダイキン工業,22.779007,1.9796219,0.0929
6368,オルガノ,26.385159,5.5625467,0.23462999
6369,トーヨーカネツ,12.106416,1.140254,0.09712
6370,栗田工業,39.681763,2.526851,0.06791
6371,椿本チエイン,10.929138,0.8753852,0.087510005
6376,日機装,12.9030695,1.0963174,0.09137
6378,木村化工機,13.072142,1.3869196,0.107250005
6379,レイズネクスト,11.723127,1.4313904,0.12696
6380,オリエンタルチエン工業,31.44654,2.6534817,
6381,アネスト岩田,15.129015,1.3527083,0.09493
6382,トリニティ工業,7.251775,0.6011239,0.07893
6383,ダイフク,31.445919,5.1873174,0.18377
6384,昭和真空,15.479574,0.9519149,0.06151
6387,サムコ,44.64203,5.5768123,0.13101
6390,加藤製作所,,0.3682697,0.09892
6391,加地テック,16.47435,0.95053303,0.08234
6392,ヤマダコーポレーション,8.849557,0.8619354,0.08901
6393,油研工業,9.182863,0.47363973,0.052589998
6395,タダノ,9.533021,0.84704095,0.09292
6396,宇野澤組鐵工所,9.881423,1.1688409,0.09758
6400,不二精機,9.75781,0.6079998,0.063769996
6402,兼松エンジニアリング,11.468084,4.256416,-0.025339998
6403,水道機工,29.240406,1.64742,0.08011
6405,鈴茂器工,20.747261,1.0413332,0.02686
6406,フジテック,4.3871064e-06,2.7696495,0.09536
6407,ＣＫＤ,29.497898,2.5398197,0.09194
6408,小倉クラッチ,6.393879,0.39773023,0.09011
6412,平和,15.037236,0.7377865,0.037809998
6413,理想科学工業,17.889763,1.0709869,
6417,ＳＡＮＫＹＯ,7.5017395,1.5411342,
6418,日本金銭機械,5.9240594,0.7806485,0.14310001
6419,マースグループホールディングス,7.3746843,0.6401038,0.08817001
6420,ガリレイ,11.338013,1.3120611,0.1176
6424,高見沢サイバネティックス,6.74787,0.6503861,0.078940004
6425,ユニバーサルエンターテインメント,,0.47861528,-0.04901
6428,オーイズミ,293.75,0.38995272,0.02487
6430,ダイコク電機,5.5555553,0.69117045,0.13354
6432,竹内製作所,10.834218,1.6383182,0.15975
6433,ヒーハイスト,,4.409641,-0.16271
6436,アマノ,16.025877,2.1056018,0.12810999
6440,ＪＵＫＩ,15.083085,0.65329266,0.04409
6444,サンデン,71.02041,0.72600126,0.0294
6445,ジャノメ,36.76156,0.6014816,0.01962
6448,ブラザー工業,14.409343,1.0423205,0.07083
6454,マックス,24.271025,2.8342173,0.12082
6455,モリタホールディングス,11.9330015,1.1980014,0.11061
6457,グローリー,20.449633,1.0257213,0.031659998
6458,新晃工業,11.820308,1.3284794,0.10618
6459,大和冷機工業,18.248175,1.3335837,0.06661
6460,セガサミーホールディングス,31.055141,1.4812111,-0.03656
6463,ＴＰＲ,8.103635,0.50062823,0.055960003
6464,ツバキ・ナカシマ,,0.33981952,-0.54815
6465,ホシザキ,19.64656,1.912561,0.097229995
6466,ＴＶＥ,16.233511,0.79340595,0.08447
6467,ニチダイ,,0.30055624,-0.03408
6469,放電精密加工研究所,42.37398,4.021408,0.09493
6470,大豊工業,1112.0,0.4519706,0.0056
6471,日本精工,32.67813,0.8618877,0.030869998
6472,ＮＴＮ,,0.75262463,-0.03797
6473,ジェイテクト,28.983107,0.71654826,0.03312
6474,不二越,20.661158,0.599432,0.02859
6479,ミネベアミツミ,18.832207,1.4026755,
6480,日本トムソン,21.83236,0.87127364,0.052989997
6481,ＴＨＫ,62.501392,2.405571,0.03222
6482,ＹＵＳＨＩＮ,17.922009,0.63889366,0.02836
6484,ＫＶＫ,8.216944,0.6459382,0.08094
6485,前澤給装工業,10.988623,0.78877795,0.07348
6486,イーグル工業,18.975666,1.0486022,0.08004
6488,ヨシタケ,11.376889,0.6821662,0.05919
6489,前澤工業,10.141795,1.03541,0.11212
6490,ＰＩＬＬＡＲ,24.213274,2.6241286,0.117790006
6492,岡野バルブ製造,17.9534,1.5961217,
6493,ＮＩＴＴＡＮ,8.779931,0.5856738,0.08814
6494,ＮＦＫホールディングス,31.304348,0.89743483,0.03956
6495,宮入バルブ製作所,161.11111,3.2491436,0.10539
6496,中北製作所,12.391519,0.6971306,
6497,ハマイ,9.596902,0.54411787,0.05846
6498,キッツ,16.15449,2.5688982,0.04796
6501,日立製作所,30.863607,3.6690001,
6503,三菱電機,30.394676,2.8577285,0.09513
6504,富士電機,20.833332,2.3424404,0.118190005
6505,東洋電機製造,10.471248,0.7324557,0.094960004
6506,安川電機,38.16777,2.7822642,0.0784
6507,シンフォニアテクノロジー,30.675125,4.3766327,0.15156001
6508,明電舎,20.16119,2.4215074,0.15615
6513,オリジン,,0.24410805,-0.04517
6516,山洋電気,24.096386,1.4767892,0.06254
6517,デンヨー,14.598238,0.90312946,
6518,三相電機,10.537761,0.46639702,0.05371
6521,オキサイド,,9.973011,-0.10647
6522,アスタリスク,,4.8723736,-0.09742
6523,ＰＨＣホールディングス,23.25683,0.8450561,0.02189
6524,湖北工業,42.01827,5.338037,0.12768
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,46.949043,7.36804,0.16354
6526,ソシオネクスト,32.15237,2.4612563,0.06007
6532,ベイカレント,22.52245,7.2892313,0.35793
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,,1.5674732,0.13154
6535,アイモバイル,13.104886,1.8972024,0.14364
6537,ＷＡＳＨハウス,238.66667,1.4216052,0.032360002
6538,ディスラプターズ,13.090129,1.9020892,0.26252002
6539,ＭＳ－Ｊａｐａｎ,23.584679,2.6595528,0.11788999
6540,船場,12.048109,1.252867,0.1074
6543,日宣,7.0274734,1.1538044,0.17803
6544,ジャパンエレベーターサービスホールディングス,47.16794,13.3637705,0.32612
6545,インターネットインフィニティー,16.339582,2.2796423,0.1875
6546,フルテック,24.571184,1.0714777,0.05314
6547,グリーンズ,6.2736077,2.2994776,0.4065
6548,旅工房,,3.12467,
6549,ディーエムソリューションズ,10.515074,2.6468885,0.121520005
6551,ツナググループ・ホールディングス,10.917461,2.6588821,0.26629
6552,ＧａｍｅＷｉｔｈ,,1.3762034,0.16217
6554,エスユーエス,10.030455,2.2182343,0.2368
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,,0.6905583,0.06329
6557,ＡＩＡＩグループ,16.639164,2.6087313,0.19902
6558,クックビズ,,1.8776817,-0.26573
6560,エル・ティー・エス,11.587675,1.6412314,0.14903
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,7.3855915,2.2820501,0.34794998
6562,ジーニー,11.506849,1.2976447,0.12101
6563,みらいワークス,34.1349,0.95599306,0.11862001
6564,ミダックホールディングス,20.283743,3.4153712,0.17917
6565,ＡＢホテル,7.2201986,1.3714899,0.22307
6566,要興業,14.814431,1.1148846,0.077259995
6568,神戸天然物化学,13.793104,1.9535629,
6570,共和コーポレーション,7.4683914,1.3968093,0.21978001
6571,キュービーネットホールディングス,16.339632,1.1980505,0.07602
6572,オープングループ,20.366974,1.1664994,0.05686
6573,ＣＲＡＶＩＡ,,4.2901406,
6574,コンヴァノ,33.639145,3.6779456,0.37807
6577,ベストワンドットコム,,2.766701,-0.05331
6578,コレックホールディングス,80.70501,2.9819846,
6579,ログリー,,0.46371648,0.033180002
6580,ライトアップ,10.627251,1.8708675,0.25741
6584,三櫻工業,10.121628,0.5682657,0.03917
6586,マキタ,18.691463,1.4697303,
6588,東芝テック,,1.8979582,-0.06021
6590,芝浦メカトロニクス,28.571428,6.288734,0.25579
6592,マブチモーター,15.503401,1.2063582,0.08036
6594,ニデック,21.645353,1.4776466,0.06313
6597,ＨＰＣシステムズ,21.504524,4.768231,0.23058
6599,エブレン,15.772672,1.1405185,0.06964
6612,バルミューダ,,1.8375442,-0.44587
6613,ＱＤレーザ,,10.732122,-0.065799996
6614,シキノハイテック,,1.5434995,-0.04078
6615,ユー・エム・シー・エレクトロニクス,,0.4959189,-0.117460005
6616,トレックス・セミコンダクター,,1.1936126,-0.08211
6617,東光高岳,18.656837,1.4323918,0.086160004
6619,ダブル・スコープ,,0.3144818,-0.27515
6620,宮越ホールディングス,112.392426,1.0482265,-0.03778
6622,ダイヘン,25.906637,2.2073684,
6625,ＪＡＬＣＯホールディングス,,2.581008,0.00841
6626,ＳＥＭＩＴＥＣ,8.554268,0.9947111,0.12725
6627,テラプローブ,26.38551,4.0225463,0.07158
6629,テクノホライゾン,123.41407,1.4150126,-0.0012899999
6630,ヤーマン,,1.680915,
6632,ＪＶＣケンウッド,11.363839,1.3022981,0.1359
6633,ＣＧＳホールディングス,11.667267,0.9159295,0.09349
6634,ネクスグループ,,1.475322,-0.35616
6635,大日光・エンジニアリング,20.0,0.6007905,0.03765
6637,寺崎電気産業,11.037588,0.9435614,0.08767
6638,ミマキエンジニアリング,8.136859,1.244687,0.16621
6643,戸上電機製作所,12.42236,1.18307,0.10018
6644,大崎電気工業,25.380842,1.725868,0.03678
6645,オムロン,34.3649,1.2156565,0.0228
6647,森尾電機,7.2306056,0.69726276,0.13708
6648,かわでん,11.428572,4.124877,0.011109999
6651,日東工業,15.9238,1.3967557,0.09616999
6652,ＩＤＥＣ,42.195473,1.3951309,0.0456
6653,正興電機製作所,17.636917,1.9890363,0.11987001
6654,不二電機工業,29.93979,0.55012304,0.02268
6656,インスペック,,2.2068627,-0.56275004
6658,シライ電子工業,5.7735014,1.016531,0.19188
6659,メディアリンクス,,0.83365256,-0.15957
6662,ユビテック,,2.139612,-0.19393
6663,太洋テクノレックス,14.704595,0.75388044,0.0509
6664,オプトエレクトロニクス,,0.41951382,-0.06533
6666,リバーエレテック,,1.7195518,-0.02776
6668,アドテック　プラズマ　テクノロジー,14.620158,1.7877967,0.1241
6670,ＭＣＪ,14.925781,2.1744266,0.17132999
6674,ジーエス・ユアサ　コーポレーション,21.505547,1.834781,0.09653
6675,サクサ,12.210125,1.2901785,0.058179997
6676,ＢＵＦＦＡＬＯ,8.312574,1.448278,0.20099
6677,エスケーエレクトロニクス,12.658228,0.9967833,0.08141
6678,テクノメディカ,16.260277,1.1138324,0.07338
6694,ズーム,,0.49465162,-0.19814
6696,トラース・オン・プロダクト,98.982185,5.3635936,
6699,ダイヤモンドエレクトリックホールディングス,2.580645,0.3907087,0.108950004
6701,日本電気,24.56997,2.792139,
6702,富士通,23.201427,3.3118951,0.16861
6703,沖電気工業,26.954617,1.8850366,0.122779995
6706,電気興業,22.221468,0.8064504,0.0718
6707,サンケン電気,126.582855,1.3631482,-0.026730001
6718,アイホン,16.750044,0.68131304,0.03861
6721,ウインテスト,,16.063631,-2.38388
6723,ルネサスエレクトロニクス,,2.074581,-0.0207
6724,セイコーエプソン,13.792883,0.80821794,0.05116
6727,ワコム,18.050125,2.966238,0.20674999
6728,アルバック,28.653591,2.1160862,0.060089998
6730,アクセル,10.881569,0.8952881,0.094280005
6731,ピクセラ,,3.304059,-2.25253
6734,ニューテック,15.336993,1.7875389,0.13574
6736,サン電子,8.35421,3.8160155,0.16823
6737,ＥＩＺＯ,20.284395,0.63356274,0.03829
6740,ジャパンディスプレイ,,-112.82051,-2.82803
6741,日本信号,12.970365,1.0003176,
6742,京三製作所,9.191032,0.85002977,0.09708
6743,大同信号,8.5692835,0.47890797,0.044549998
6744,能美防災,22.727274,1.8578614,0.087840006
6745,ホーチキ,17.82601,2.32326,0.1389
6748,星和電機,8.045011,0.8363727,0.13538
6750,エレコム,12.4226885,1.2872075,0.19886999
6752,パナソニック　ホールディングス,21.141356,1.3455787,0.04152
6753,シャープ,6.825836,1.5504129,
6754,アンリツ,41.150978,3.4191658,0.08383001
6757,ＯＳＧコーポレーション,79.9609,1.7226311,0.01401
6758,ソニーグループ,16.44705,2.482097,0.14917
6762,ＴＤＫ,28.734621,2.3713546,0.09519
6763,帝国通信工業,15.797966,0.98545706,0.05923
6768,タムラ製作所,27.552181,0.9448167,0.026500002
6769,ザインエレクトロニクス,,1.1284529,-0.03642
6770,アルプスアルパイン,9.285188,1.0107592,0.12336001
6771,池上通信機,13.387678,0.42779678,0.054920003
6772,東京コスモス電機,21.643356,1.0923754,0.02622
6775,ＴＢグループ,,3.9202578,-0.41998002
6776,天昇電気工業,4.743547,0.4576067,0.09892
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,57.142242,12.577245,0.27039
6778,アルチザネットワークス,30.765457,0.83519375,0.02717
6779,日本電波工業,31.947144,1.2248912,0.029289998
6785,鈴木,12.8367605,1.368662,0.124630004
6786,ＲＶＨ,,2.0742016,-0.37719002
6787,メイコー,40.816036,5.7576876,0.1357
6788,日本トリム,16.313093,1.3950969,0.08671
6794,フォスター電機,18.18133,1.1792889,0.07998
6797,名古屋電機工業,6.3734627,0.62264365,0.088
6798,ＳＭＫ,,0.67690146,-0.05842
6800,ヨコオ,31.152405,1.6727602,0.037520003
6803,ティアック,14.414414,0.8457809,0.14099
6804,ホシデン,39.99714,0.9403046,0.111049995
6806,ヒロセ電機,23.529284,1.8883955,0.08031999
6807,日本航空電子工業,20.491188,1.1835896,0.054330003
6809,ＴＯＡ,17.605425,1.1124921,0.07002
6810,マクセル,17.27154,0.9160642,0.05386
6814,古野電気,14.025219,2.6285877,0.20662001
6817,スミダコーポレーション,11.54762,0.6723508,0.056750003
6819,伊豆シャボテンリゾート,9.461078,1.4199567,0.16562
6820,アイコム,20.0,0.67330885,0.030569999
6822,大井電気,5.4584937,0.9330171,0.15621
6823,リオン,12.484172,1.1762719,0.093660004
6824,新コスモス電機,15.52814,1.2207702,0.0929
6832,アオイ電子,250.099,0.65897584,-0.00125
6834,精工技研,74.62687,8.76092,0.16554001
6835,アライドテレシスホールディングス,9.579101,1.2997882,0.14325
6836,ぷらっとホーム,151.5913,10.105973,-0.11675
6837,京写,9.415167,0.45958695,0.02657
6838,多摩川ホールディングス,36.36586,1.5449687,
6840,ＡＫＩＢＡホールディングス,13.512133,1.2564366,0.12189
6841,横河電機,24.509937,2.728205,0.12224
6844,新電元工業,31.446241,0.4888453,0.05584
6845,アズビル,17.792658,3.197552,0.14881
6848,東亜ディーケーケー,16.920702,0.76714826,0.03601
6849,日本光電工業,14.006011,1.4476029,0.07095
6850,チノー,14.880731,1.2104188,0.09031
6853,共和電業,18.834309,1.0350823,0.056810003
6855,日本電子材料,21.929825,2.7482927,0.17232001
6856,堀場製作所,23.752901,2.5148025,0.11189
6857,アドバンテスト,78.12412,30.015831,0.49263
6858,小野測器,22.935043,0.5482964,0.02743
6859,エスペック,13.386614,1.2234815,0.095240004
6861,キーエンス,37.31339,4.567082,
6862,ミナトホールディングス,32.04972,2.3516185,0.23021
6863,ニレコ,10.526316,0.9270327,0.084350005
6864,エヌエフホールディングス,,0.7982761,-0.02337
6866,日置電機,26.525198,3.3092787,0.1434
6867,リーダー電子,22.46818,0.5157101,-0.009380001
6869,シスメックス,19.193268,1.7880095,0.09243
6870,日本フェンオール,8.928571,0.7620178,0.08846
6871,日本マイクロニクス,39.68305,7.259637,0.20853001
6874,協立電機,10.235229,1.0660746,0.110860005
6875,メガチップス,56.49824,0.7377098,0.075840004
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,14.265335,1.0730795,0.09546
6882,三社電機製作所,39.846153,0.56480265,0.0035100002
6888,アクモス,15.7983675,1.806106,0.111499995
6890,フェローテック,28.089888,1.3441535,0.052670002
6894,パルステック工業,7.1993184,0.74426126,0.10787
6897,ツインバード,,0.51193184,0.008119999
6898,トミタ電機,125.0,0.80662954,0.03143
6899,ＡＳＴＩ,8.382302,0.30333957,0.01748
6901,澤藤電機,,0.44809082,0.0015
6902,デンソー,15.151038,0.98019505,0.07893
6904,原田工業,11.323999,0.6898512,0.08951
6905,コーセル,,0.9344227,-0.01138
6907,ジオマテック,15.151962,0.7718636,0.0022
6908,イリソ電子工業,21.78688,1.0350609,0.042480003
6912,菊水ホールディングス,12.755102,1.2367482,0.11161
6914,オプテックスグループ,16.286291,1.8977163,0.124239996
6915,千代田インテグレ,11.820417,0.72892255,0.064109996
6918,アバールデータ,21.504799,1.7696846,0.068969995
6919,ケル,32.365974,0.70014656,0.01477
6920,レーザーテック,41.322315,15.874769,0.42963
6923,スタンレー電気,14.749436,0.8417593,0.07508
6925,ウシオ電機,62.89647,1.2994635,0.02424
6926,岡谷電機産業,,0.6925431,-0.25553
6927,ヘリオス　テクノ　ホールディング,34.126526,1.2296997,0.11946
6928,エノモト,26.880825,0.95231384,0.04804
6929,日本セラミック,10.989181,1.5874797,0.13819
6932,遠藤照明,7.6394677,0.8385667,0.121020004
6941,山一電機,33.55748,4.3569326,0.18048
6942,ソフィアホールディングス,,1.9197949,-0.05119
6943,ＮＫＫスイッチズ,,0.30831516,-0.009430001
6946,日本アビオニクス,39.21449,6.7623634,0.2292
6947,図研,17.452106,2.4484575,0.15471
6951,日本電子,17.699116,2.080877,0.111949995
6952,カシオ計算機,31.848005,1.7216053,0.08479
6954,ファナック,36.90011,3.2372317,0.093660004
6955,ＦＤＫ,50.507328,0.87344587,0.0052300002
6958,日本シイエムケイ,15.796449,0.55214226,0.03056
6960,フクダ電子,15.290614,1.4980719,0.10077
6961,エンプラス,36.231884,2.4679143,0.08602
6962,大真空,48.314606,0.5727191,0.01051
6963,ローム,,1.5487133,
6964,サンコー,11.614969,0.37839285,0.03006
6965,浜松ホトニクス,40.986034,1.7900363,0.04124
6966,三井ハイテック,38.76959,1.0779288,0.02833
6969,松尾電機,7.1478286,1.5050206,-0.15672
6971,京セラ,86.20911,1.0815657,0.03185
6976,太陽誘電,204.1132,2.288093,0.020130001
6977,日本抵抗器製作所,,1.055323,-0.19155
6981,村田製作所,44.642857,3.202747,0.07253
6982,リード,,0.63545036,-0.08801
6986,双葉電子工業,105.247375,0.3633422,0.0011
6988,日東電工,18.416025,2.0595148,0.12399
6989,北陸電気工業,9.115897,0.9097845,0.08939
6993,大黒屋ホールディングス,,16.445206,-0.26137
6994,指月電機製作所,14.224078,1.0445807,0.08168
6995,東海理化電機製作所,7.194245,0.7469252,0.094
6996,ニチコン,42.730843,1.2669605,0.02775
6997,日本ケミコン,399.82175,0.938964,0.023340002
6998,日本タングステン,16.102484,0.7669999,0.05277
6999,ＫＯＡ,37.1759,0.871975,
7003,三井Ｅ＆Ｓ,23.419086,2.7844806,0.15937
7004,カナデビア,11.402011,1.1447892,0.058080003
7011,三菱重工業,53.763836,5.535988,
7012,川崎重工業,26.665508,3.1769981,
7013,ＩＨＩ,25.575867,5.8678713,0.23552
7014,名村造船所,14.104348,2.2427912,0.16931999
7018,内海造船,12.970105,1.8116279,0.14825
7021,ニッチツ,36.629635,0.38416725,0.009190001
7022,サノヤスホールディングス,7.9296274,0.9310179,0.17322999
7030,スプリックス,22.025932,2.26081,0.12748
7031,インバウンドテック,,0.8537072,-0.31261998
7033,マネジメントソリューションズ,12.255121,3.6402383,0.31172
7034,プロレド・パートナーズ,22.67658,0.77174443,0.15967
7035,ａｎｄ　ｆａｃｔｏｒｙ,,3.0366993,-0.27137
7036,イーエムネットジャパン,,4.1937284,-0.42418998
7037,テノ．ホールディングス,37.728024,2.3045502,0.06216
7038,フロンティア・マネジメント,,3.9937663,-0.11184
7039,ブリッジインターナショナルグループ,12.391158,1.4156741,0.12235
7040,サン・ライフホールディング,7.251853,0.898399,0.123509996
7041,ＣＲＧホールディングス,11.074919,0.58514315,0.036510002
7042,アクセスグループ・ホールディングス,11.223386,1.6110317,0.15336001
7043,アルー,9.22521,1.5651907,0.1863
7044,ピアラ,19.193375,6.6805377,0.39685002
7046,ＴＤＳＥ,24.390245,1.2232847,0.06334
7047,ポート,14.83696,3.0956886,0.08585
7048,ベルトラ,49.47644,2.6142526,0.03006
7049,識学,23.809525,2.3445423,0.42133
7050,フロンティアインターナショナル,12.754783,1.520048,0.1594
7057,エヌ・シー・エヌ,29.323996,1.4370067,0.06419
7058,共栄セキュリティーサービス,20.492348,0.90263337,0.053189997
7059,コプロ・ホールディングス,17.181997,3.869512,0.23986
7060,ギークス,26.045885,2.037484,0.044889998
7061,日本ホスピスホールディングス,22.98571,1.7325304,0.07807
7062,フレアス,28.092173,1.0482193,0.18653
7063,Ｂｉｒｄｍａｎ,,3.2627316,
7064,ハウテレビジョン,10.438219,1.707682,0.07
7065,ユーピーアール,20.661346,0.73186105,0.07991
7066,ピアズ,11.002227,1.6489753,0.16041
7067,ブランディングテクノロジー,39.681175,1.190704,0.02725
7068,フィードフォースグループ,10.131906,3.7952838,0.41903
7069,サイバー・バズ,8.271618,3.7274673,0.64425004
7071,アンビスホールディングス,11.111112,1.1041824,0.09616
7072,インティメート・マージャー,18.724588,1.718203,0.16638
7073,ジェイック,12.642301,2.0069957,0.12845999
7074,トゥエンティーフォーセブンホールディングス,,30.307623,-1.77119
7075,ＱＬＳホールディングス,12.853342,2.8793004,0.28195
7077,ＡＬｉＮＫインターネット,,1.3056581,-0.17841999
7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,,2.7188761,-0.59787
7079,ＷＤＢココ,8.688083,1.3946141,0.16531
7080,スポーツフィールド,8.554377,2.724697,0.37348
7081,コーユーレンティア,7.5813327,1.1434693,0.16354999
7082,ジモティー,18.586113,5.164043,0.31114
7083,ＡＨＣグループ,1422.0,1.2917033,-0.0017299999
7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,35.336075,1.4954321,0.04425
7085,カーブスホールディングス,18.3822,3.9047143,0.20459
7087,ウイルテック,13.227244,1.0013813,0.07078
