Code,Name,PER,PBR,ROE
3692,ＦＦＲＩセキュリティ,44.444447,15.196438,0.4367
3694,オプティム,17.98591,2.6382496,0.0028900001
3695,ＧＭＯプロダクトプラットフォーム,39.684814,3.006572,0.070539996
3696,セレス,7.215067,1.3562529,0.1402
3697,ＳＨＩＦＴ,23.306402,4.607304,0.22632
3698,ＣＲＩ・ミドルウェア,13.210827,1.399582,0.08999
3708,特種東海製紙,14.770642,0.67772526,0.047420003
3710,ジョルダン,13.228131,0.7570242,0.04741
3712,情報企画,15.431059,2.3234477,0.17175
3719,ＡＩストーム,36.899227,6.4605446,
3723,日本ファルコム,25.062628,2.1186135,0.12697
3726,フォーシーズＨＤ,,3.297228,-0.31639
3727,アプリックス,,1.6902559,-0.05544
3733,ソフトウェア・サービス,9.842553,1.4334323,0.1456
3741,セック,22.221415,3.1548216,0.15503
3744,サイオス,12.076902,2.0831873,0.18862
3747,インタートレード,,3.5752969,-0.01048
3750,ＡＤＲ１２０Ｓ,,73.01335,-1.6092501
3753,フライトソリューションズ,,3.3605378,-0.20548001
3758,アエリア,14.7929,0.6006266,0.041100003
3760,ケイブ,,0.600653,-0.91129
3762,テクマトリックス,16.639536,2.782129,0.16163
3763,プロシップ,14.368332,3.5756733,0.28843
3765,ガンホー・オンライン・エンターテイメント,100.0,1.1238248,0.02814
3766,システムズ・デザイン,11.834377,0.8732199,0.083909996
3768,リスクモンスター,3.2414436,0.68252,0.21505
3769,ＧＭＯペイメントゲートウェイ,31.847069,6.257886,0.21246
3771,システムリサーチ,11.933027,2.2822242,0.20375
3772,ウェルス・マネジメント,109.84615,1.1756738,0.04877
3773,アドバンスト・メディア,12.047697,1.357443,0.13268
3774,インターネットイニシアティブ,21.692198,3.1912696,0.15630001
3776,ブロードバンドタワー,48.56557,1.5932773,-0.04804
3777,環境フレンドリーホールディングス,,4.733921,-0.00087
3778,さくらインターネット,91.731895,5.1123347,0.02639
3779,ジェイ・エスコムホールディングス,3.8807504,2.849433,-0.25386
3787,テクノマセマティカル,,0.6461233,0.0137
3788,ＧＭＯグローバルサイン・ホールディングス,23.981281,2.3359084,0.101739995
3791,ＩＧポート,41.666668,2.5585175,0.12337
3793,ドリコム,,4.013378,-0.48630002
3796,いい生活,184.73685,2.5425386,0.0339
3798,ＵＬＳグループ,19.117647,2.6862342,0.17358999
3799,キーウェアソリューションズ,8.474706,1.2145963,0.12347999
3800,ユニリタ,18.553307,1.191838,0.07946
3802,エコミック,25.58014,1.2122886,0.03621
3803,イメージ情報開発,,15.793827,-1.25333
3804,システム　ディ,17.857143,2.270124,0.1353
3807,フィスコ,,4.6572123,-1.2918601
3810,サイバーステップホールディングス,,2.637602,-0.47077
3815,メディア工房,,7.569457,-0.88155
3816,大和コンピューター,16.862688,0.82721454,0.04948
3817,ＳＲＡホールディングス,15.625,1.8535637,0.11399999
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,,5.2142587,-0.3736
3825,リミックスポイント,10.307414,1.1633306,-0.08094
3826,システムインテグレータ,10.880953,1.1189489,0.10678001
3834,朝日ネット,11.48207,1.3091431,0.09995
3835,ｅＢＡＳＥ,16.444792,2.6318262,0.16430001
3836,アバントグループ,13.792753,3.040112,0.23725
3837,アドソル日進,20.407078,3.3957512,0.20111999
3839,ＯＤＫソリューションズ,23.416288,0.8535038,0.03279
3840,パス,,2.0381753,-0.25252
3841,ジーダット,20.120378,1.7687744,0.04393
3842,ネクストジェン,11.00067,1.3074064,0.13333
3843,フリービット,10.309278,3.7945464,0.27856
3844,コムチュア,13.908314,2.348492,0.17153
3845,アイフリークモバイル,,7.6455445,-0.08405
3848,データ・アプリケーション,20.963596,1.2576306,
3850,エヌ・ティ・ティ・データ・イントラマート,20.36628,2.4920325,0.15412
3851,日本一ソフトウェア,,0.54043925,-0.03627
3853,アステリア,24.752913,3.9023802,0.17411
3854,アイル,15.408585,4.8988686,0.39629
3856,Ａｂａｌａｎｃｅ,1.7841088,0.32346815,
3858,ユビキタスＡＩ,,1.7058481,-0.05633
3861,王子ホールディングス,24.38749,0.72335786,0.025969999
3863,日本製紙,9.354775,0.34073016,0.02888
3864,三菱製紙,13.157895,0.5259808,-0.00107
3865,北越コーポレーション,13.003186,0.56079084,0.04042
3877,中越パルプ工業,33.901283,0.4138731,-0.01107
3878,巴川コーポレーション,15.4561405,0.52726704,0.04081
3880,大王製紙,,0.6910865,0.02016
3891,ニッポン高度紙工業,24.509804,1.7894584,0.091529995
3892,岡山製紙,10.537473,0.56855166,0.05362
3895,ハビックス,4.9605546,0.44604424,0.09604
3896,阿波製紙,,0.9631803,-0.007850001
3900,クラウドワークス,,1.5569645,-0.05367
3901,マークラインズ,13.262759,3.0057206,0.22972
3902,メディカル・データ・ビジョン,227.26047,20.691519,0.08816
3903,ｇｕｍｉ,6.123163,0.86265755,0.112040006
3904,カヤック,10.060976,1.1404873,0.11411
3905,データセクション,,2.9201283,-0.087390006
3907,シリコンスタジオ,8.019182,0.9502447,0.04977
3908,コラボス,11.848341,1.2230835,0.09264
3909,ショーケース,7.4742265,1.1712972,0.53895
3910,エムケイシステム,262.83185,2.3463793,0.18833
3911,Ａｉｍｉｎｇ,8.290378,1.3099133,0.19429001
3912,モバイルファクトリー,17.825443,2.790437,0.15043001
3913,ＧｒｅｅｎＢｅｅ,13.174748,1.9262861,0.15736
3914,ＪＩＧ－ＳＡＷ,40.816647,5.0582905,0.12826
3915,テラスカイ,15.575992,1.948689,0.12504
3916,デジタル・インフォメーション・テクノロジー,12.987541,3.2858331,0.27299
3917,アイリッジ,5.841035,1.209594,-0.04874
3918,ＰＣＩホールディングス,12.77164,1.1220783,
3920,アイビーシー,13.495277,2.503442,0.08844
3921,ネオジャパン,12.48452,3.0249498,0.12353
3922,ＰＲ　ＴＩＭＥＳ,11.737089,2.9855268,0.29639998
3923,ラクス,30.30467,11.613004,0.51668
3924,ランドコンピュータ,14.815415,2.8061976,0.11999
3925,ダブルスタンダード,12.771789,2.9647727,0.21395001
3926,オープンドア,,2.8239114,-0.29681
3927,フーバーブレイン,14.045539,2.5565403,0.23900999
3928,マイネット,10.373135,1.5641792,0.1542
3929,ソーシャルワイヤー,20.32725,2.2051997,0.11572
3930,はてな,26.808786,1.2867498,0.04889
3931,バリューゴルフ,,3.0607896,-0.00638
3932,アカツキ,20.0,0.96967685,0.090579994
3933,チエル,9.680727,1.6242781,0.20952
3934,ベネフィットジャパン,12.063026,1.3215643,0.11776
3935,エディア,9.451718,3.3848965,-0.69077003
3936,グローバルウェイ,66.51786,7.1586437,-0.60668
3937,Ｕｂｉｃｏｍホールディングス,12.254721,2.084987,0.16533001
3939,カナミックネットワーク,24.273504,55.04409,0.27003
3940,ノムラシステムコーポレーション,15.175538,1.7539037,0.118999995
3941,レンゴー,14.683796,0.63360834,0.06878
3943,大石産業,13.369405,0.56321126,0.03232
3944,古林紙工,8.354101,0.29887825,0.0584
3945,スーパーバッグ,3.5906422,0.6729093,0.16635
3946,トーモク,7.6219172,0.5752608,0.080649994
3947,ダイナパック,7.3910866,0.49206898,0.068280004
3948,光ビジネスフォーム,42.72826,1.1066889,0.01607
3950,ザ・パック,12.64239,0.9774769,0.07954
3951,朝日印刷,13.333334,0.52958035,0.04196
3953,大村紙業,,0.5784681,-0.01316
3954,昭和パックス,11.61421,0.551065,0.050100002
3955,イムラ,8.077381,0.49286935,0.05134
3958,笹徳印刷,13.299233,0.32769623,0.02542
3961,シルバーエッグ・テクノロジー,,1.8300302,0.0073400005
3962,チェンジホールディングス,9.28543,1.373851,0.29529
3963,シンクロ・フード,26.4566,2.6338685,
3964,オークネット,18.796183,4.204589,0.22961001
3965,キャピタル・アセット・プランニング,11.990853,1.2956069,0.12814
3967,エルテス,,1.9768748,-0.34704
3968,セグエグループ,14.470145,4.078013,0.32437
3969,エイトレッド,15.037594,1.9361085,0.14345
3970,イノベーション,,0.82971597,-0.06397
3974,ＳＣＡＴ,13.459781,0.90299064,0.06774
3976,シャノン,,2.246325,
3979,うるる,14.102032,2.7153296,0.21598
3981,ビーグリー,10.4495945,0.8843676,0.08785
3983,オロ,17.00748,3.0785851,0.18367
3984,ユーザーローカル,15.289778,2.690059,0.19016
3985,テモナ,28.966522,1.4319226,0.11773
3986,ビーブレイクシステムズ,26.602238,0.46056083,0.052449998
3987,エコモット,,4.250731,-0.0093
3988,ＳＹＳホールディングス,13.928013,1.4433291,0.1084
3989,シェアリングテクノロジー,20.040588,6.206723,
3991,ウォンテッドリー,12.180132,2.0407207,0.17940001
3992,ニーズウェル,20.119608,3.8767345,0.21145001
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,36.23021,2.8234086,
3994,マネーフォワード,175.4386,6.1551337,0.08663999
3996,サインポスト,37.310925,1.5115099,0.041279998
3997,トレードワークス,262.66666,8.624464,0.03556
3998,すららネット,,0.91331047,-0.00358
4004,レゾナック・ホールディングス,77.52131,3.234282,0.04374
4005,住友化学,10.214286,0.84117645,0.12083
4008,住友精化,14.084194,0.82752985,0.040710002
4011,ヘッドウォータース,169.43042,6.7972116,0.057189997
4012,アクシス,10.764007,1.6657926,0.16827999
4013,勤次郎,13.623133,1.3487084,0.103269994
4014,カラダノート,30.757576,4.779226,0.20489
4015,ペイクラウドホールディングス,106.2802,1.4896066,0.01451
4016,ＭＩＴホールディングス,19.306507,2.5916636,0.10312
4017,クリーマ,54.901962,1.3339527,0.02414
4019,スタメン,28.091797,3.7789567,0.14439
4020,ビートレンド,,1.9143554,-0.12154
4021,日産化学,19.455463,3.6009817,0.19723
4022,ラサ工業,16.556599,2.2977526,0.15564999
4023,クレハ,21.36774,0.873899,0.050380003
4025,多木化学,11.223388,0.84871763,0.080970004
4026,神島化学工業,11.12369,4.2086706,0.096420005
4027,テイカ,21.366545,0.69864964,0.02624
4028,石原産業,7.980844,0.88151133,0.14339
4031,片倉コープアグリ,,0.47562408,-0.03565
4040,南海化学,6.385683,0.60035163,0.27906
4041,日本曹達,13.1924715,1.0143838,0.077259995
4042,東ソー,18.974884,0.9311242,
4043,トクヤマ,11.494323,0.9909107,0.091230005
4044,セントラル硝子,21.141336,0.89070344,0.04385
4045,東亞合成,15.408295,0.9000127,0.059770003
4046,大阪ソーダ,19.76252,1.9222349,0.10943
4047,関東電化工業,48.77466,1.3767784,0.046329997
4051,ＧＭＯフィナンシャルゲート,30.768452,8.232618,0.28167
4052,フィーチャ,,2.5831792,-0.082550004
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,36.498764,1.580225,0.04543
4054,日本情報クリエイト,17.243402,2.0636938,
4055,ティアンドエスグループ,25.318161,4.3743806,
4056,ニューラルグループ,,2.9925234,-0.08682
4057,インターファクトリー,18.177526,1.2725085,0.05825
4058,トヨクモ,19.417866,5.2238703,0.30663002
4059,まぐまぐ,93.3735,1.5706859,0.01802
4060,ｒａｋｕｍｏ,27.929642,3.6336648,0.15468
4061,デンカ,,1.0707862,-0.05479
4062,イビデン,78.12368,4.754533,0.07564
4063,信越化学工業,26.738153,2.9925811,0.11484
4064,日本カーバイド工業,9.017185,0.7080696,0.07716
4068,ベイシス,29.584942,1.621703,0.055999998
4069,ＢｌｕｅＭｅｍｅ,34.59854,1.5675702,0.04783
4071,プラスアルファ・コンサルティング,27.776356,6.254718,0.27903
4072,電算システムホールディングス,11.135693,1.3125607,0.123459995
4073,ジィ・シィ企画,,10.648557,-0.96629
4074,ラキール,19.646465,1.4464113,0.07797
4075,ブレインズテクノロジー,41.661404,4.544515,0.11757
4076,シイエヌエス,9.496845,1.2313282,0.13597
4078,堺化学工業,10.638298,0.7379692,0.05493
4082,第一稀元素化学工業,44.052116,1.5113529,0.02641
4088,エア・ウォーター,48.31377,1.166574,0.016619999
4091,日本酸素ホールディングス,23.923155,2.1916523,0.10508
4092,日本化学工業,14.084507,0.6611294,0.043420002
4093,東邦アセチレン,13.624921,0.80596375,0.06696
4094,日本化学産業,20.202187,0.9725829,0.05292
4095,日本パーカライジング,13.175675,0.8286931,0.06325
4097,高圧ガス工業,12.345679,0.7361895,0.053200003
4098,チタン工業,34.601627,0.609157,0.09889
4099,四国化成ホールディングス,25.062073,2.2340717,0.09482
4100,戸田工業,,0.7592606,-0.23154
4102,丸尾カルシウム,18.762474,0.29941565,0.02211
4107,伊勢化学工業,45.454548,6.863418,0.17181998
4109,ステラ　ケミファ,21.008232,1.3631841,0.05662
4112,保土谷化学工業,19.919878,0.7085477,0.05903
4113,田岡化学工業,7.027641,0.6928387,0.09206
4114,日本触媒,20.747435,0.83991855,0.04674
4116,大日精化工業,12.531328,0.5735102,0.053839996
4118,カネカ,11.94734,0.62566155,0.05547
4119,日本ピグメントホールディングス,,0.4245856,-0.04125
4120,スガイ化学工業,6.4433203,0.3853142,0.022909999
4124,大阪油化工業,,1.7507048,0.04378
4125,三和油化工業,19.76296,1.1262426,0.06413
4151,協和キリン,19.268026,1.4453568,0.076869994
4165,プレイド,24.15477,5.2014656,0.22508
4166,かっこ,,2.720977,-0.17862
4167,ココペリ,,1.417113,-0.15001
4168,ヤプリ,10.152213,3.152864,0.35749
4169,ＥＮＥＣＨＡＮＧＥ,,2.8553987,-0.5276
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,102.906975,1.0097898,0.00977
4171,グローバルインフォメーション,17.152725,1.5795704,0.093
4172,Ｈｉクラテス,11.834319,1.2537831,0.10939
4174,アピリッツ,106.42978,1.3678939,-0.21871
4175,ｃｏｌｙ,75.18169,2.0986497,0.01349
4176,ココナラ,22.026094,2.5092895,0.11735
4177,ｉ‐ｐｌｕｇ,10.482194,3.7347133,0.3032
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,89.34426,1.2680317,0.014400001
4179,ジーネクスト,,18.707838,-0.71055
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,38.60911,2.6506712,0.07159
4182,三菱瓦斯化学,,1.2768135,-0.01591
4183,三井化学,42.016365,0.8593377,0.0298
4186,東京応化工業,32.467113,2.640351,0.05544
4187,大阪有機化学工業,12.42236,1.6364735,0.14998999
4188,三菱ケミカルグループ,37.87438,0.72608966,0.03679
4189,ＫＨネオケム,12.739028,1.3958228,0.11003
4192,スパイダープラス,,4.0415626,-0.00641
4193,ファブリカホールディングス,38.02348,2.9469962,0.065
4194,ビジョナル,17.512997,3.9421682,0.26342
4196,ネオマーケティング,135.10738,4.471045,0.05552
4197,アスマーク,13.793304,1.7320437,
4198,テンダ,914.5161,1.4518769,0.02688
4199,ワンダープラネット,,0.68536925,
4202,ダイセル,9.166054,0.84123313,0.10627
4203,住友ベークライト,23.201752,1.3872228,0.08133
4204,積水化学工業,15.1748905,1.2738847,
4205,日本ゼオン,9.96004,0.96206367,0.09689
4206,アイカ工業,14.005526,1.2597919,0.10466
4208,ＵＢＥ,41.321964,0.5596759,0.08762
4212,積水樹脂,18.248175,0.7061298,0.04504
4216,旭有機材,16.528696,1.4296268,0.07391
4218,ニチバン,21.322948,0.8786733,0.03593
4220,リケンテクノス,11.000947,1.3034248,0.13674
4221,大倉工業,14.084717,0.8458963,0.06099
4222,児玉化学工業,0.7867181,0.63022286,1.33781
4224,ロンシール工業,47.62135,0.4672377,0.01198
4228,積水化成品工業,,0.469405,-0.16943
4229,群栄化学工業,18.148947,0.6544223,0.04603
4231,タイガースポリマー,5.2246766,0.4526101,0.095410004
4234,サンエー化研,14.43124,0.33972865,0.01689
4235,ウルトラファブリックス・ホールディングス,18.869493,0.43982446,0.36705002
4237,フジプレアム,54.644806,1.155238,0.0005
4238,ミライアル,17.889088,0.4718103,0.02665
4240,クラスターテクノロジー,12.390978,1.3310719,0.120179996
4241,アテクト,35.71108,1.9335077,0.07443
4242,タカギセイコー,,0.46768418,-0.12177
4243,ニックス,10.717704,0.45530304,0.04918
4245,ダイキアクシス,20.574713,0.98583215,0.04829
4246,ダイキョーニシカワ,8.665614,0.69026893,0.10488
4247,ポバール興業,18.7617,0.58312374,0.03663
4248,竹本容器,13.888888,0.8850735,0.064899996
4249,森六,,0.5286096,-0.09842
4251,恵和,10.245701,0.9695735,0.09688
4255,ＴＨＥＣＯＯ,25.839169,8.321862,0.38926
4256,サインド,49.26215,1.9800115,0.061869998
4258,網屋,33.223907,8.835944,0.30264
4259,エクサウィザーズ,,17.98317,-0.31689
4260,ハイブリッドテクノロジーズ,168.98734,1.4887507,-0.0108
4261,アジアクエスト,19.1208,2.8115911,0.1586
4262,ニフティライフスタイル,12.40675,1.4896646,0.1234
4263,サスメド,,3.8876715,-0.060539998
4264,セキュア,52.913338,3.4422314,0.0889
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,,2.3495405,-0.17297001
4270,ＢｅｅＸ,10.3095045,1.3802056,0.15942
4272,日本化薬,12.20982,0.9806321,0.07911
4274,細谷火工,30.5773,1.4564148,0.03848
4275,カーリット,21.738396,1.4794582,0.087
4284,ソルクシーズ,12.423841,1.429961,0.11309
4286,ＣＬホールディングス,19.958706,1.587947,0.07621
4287,ジャストプランニング,13.774343,1.4362625,0.13365
4288,アズジェント,,1.3178159,0.22186
4290,プレステージ・インターナショナル,16.47482,1.8253024,0.12312999
4293,セプテーニ・ホールディングス,25.980976,1.362075,0.051119998
4299,ハイマックス,11.792859,1.2129267,0.10637
4301,アミューズ,6.939704,0.868671,0.14023
4307,野村総合研究所,27.472588,5.585705,0.22697
4308,Ｊストリーム,18.450912,0.8771107,0.04356
4310,ドリームインキュベータ,20.833672,2.0737677,0.07447
4316,ビーマップ,,2.6215231,-0.53535
4317,レイ,9.54142,0.8734453,0.17889999
4318,クイック,15.773101,2.5478535,0.21108
4320,ＣＥホールディングス,12.09147,2.544475,0.25094
4323,日本システム技術,17.123993,3.1822772,0.18988001
4324,電通グループ,,2.1654794,-0.52415
4326,インテージホールディングス,23.363432,1.8814889,0.11282
4331,テイクアンドギヴ・ニーズ,,0.5805412,
4333,東邦システムサイエンス,15.897721,2.184386,-0.00914
4334,ユークス,15.998412,1.2924414,0.06848
4335,ＩＰＳホールディングス,10.1519165,1.6918683,0.17729001
4337,ぴあ,18.115942,5.3386827,0.38563
4341,西菱電機,6.4265084,0.48970756,0.11243
4343,イオンファンタジー,18.051027,6.4213753,0.36488998
4344,ソースネクスト,,2.9375596,
4345,シーティーエス,15.290365,2.5330184,0.19347
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,10.449865,2.4595306,0.18622999
4347,ブロードメディア,29.763105,3.5123355,0.13813
4350,メディカルシステムネットワーク,10.3742485,0.9232049,0.052020002
4351,山田再生系債権回収総合事務所,66.68661,1.40974,0.021140002
4356,応用技術,11.136066,9.664477,0.06505
4360,マナック・ケミカル・パートナーズ,,0.729469,-0.01935
4361,川口化学工業,6.0570216,0.5770127,0.10305
4362,日本精化,11.695821,1.0498832,0.09232
4365,松本油脂製薬,9.124312,0.7228533,0.081140004
4366,ダイトーケミックス,18.015873,0.9156198,0.054780003
4367,広栄化学,,0.84474474,0.0056
4368,扶桑化学工業,25.063581,2.8566406,0.12186
4369,トリケミカル研究所,18.215044,2.7777653,0.16284001
4370,モビルス,41.48802,1.4680291,0.05572
4371,コアコンセプト・テクノロジー,13.227819,3.673852,0.32446998
4372,ユミルリンク,12.610993,1.5234461,0.12385
4373,シンプレクス・ホールディングス,22.422804,4.0688777,0.20173
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,16.583202,6.6273255,0.44499
4375,セーフィー,98.97172,4.7149014,0.04902
4376,くふうカンパニーホールディングス,,1.1053714,-0.16837999
4377,ワンキャリア,25.12656,6.7682176,0.31381
4378,ＣＩＮＣ,,1.2459886,
4379,Ｐｈｏｔｏｓｙｎｔｈ,26.450237,3.201041,0.098620005
4380,Ｍマート,14.641667,3.0455732,0.2245
4381,ビープラッツ,,3.6439402,
4382,ＨＥＲＯＺ,,2.8876479,0.038399998
4384,ラクスル,35.589066,5.5695186,0.16535999
4385,メルカリ,22.421137,5.791753,0.30584
4386,ＳＩＧグループ,10.320244,1.9081949,0.21184
4387,ＺＵＵ,385.41666,2.032416,0.04073
4388,エーアイ,,1.1306853,
4389,プロパティデータバンク,15.479163,2.2546463,0.16114001
4390,ＩＰＳ,13.106051,2.5712674,0.18786
4391,ロジザード,17.542505,2.2306118,0.16024
4392,ＦＩＧ,12.867791,1.6212822,
4393,バンク・オブ・イノベーション,15.773056,14.765311,0.19985001
4394,エクスモーション,20.203938,1.565063,0.08845
4395,アクリート,25.19084,2.486673,0.10852
4396,システムサポートホールディングス,14.245119,3.5271802,0.27657
4397,チームスピリット,17.515923,15.412099,
4398,ブロードバンドセキュリティ,29.070316,2.4630296,0.08623
4401,ＡＤＥＫＡ,15.551898,1.2698581,0.0817
4403,日油,20.921036,2.5203745,0.12353
4404,ミヨシ油脂,2.349623,0.5303433,0.26101
4406,新日本理化,16.082802,0.38974467,0.01049
4409,東邦化学工業,12.969402,0.7065203,0.05659
4410,ハリマ化成グループ,22.677662,0.59440255,0.04822
4412,サイエンスアーツ,74.62752,9.556946,0.13257
4413,ボードルア,28.818298,9.157716,0.39995
4414,フレクト,10.661172,2.279305,0.25643998
4415,ブロードエンタープライズ,19.645496,5.0046096,0.29368
4416,Ｔｒｕｅ　Ｄａｔａ,50.774338,1.978039,0.04402
4417,グローバルセキュリティエキスパート,56.81356,9.431343,
4418,ＪＤＳＣ,27.62836,2.3674653,0.099209994
4419,Ｆｉｎａｔｅｘｔホールディングス,69.923035,6.0884132,0.11806
4420,イーソル,17.858288,1.858271,0.10981
4421,ディ・アイ・システム,10.341297,1.6661444,0.14965999
4422,ＶＡＬＵＥＮＥＸ,112.38938,15.444827,0.14882
4424,Ａｍａｚｉａ,,2.0704901,
4425,Ｋｕｄａｎ,,10.986903,-0.17343001
4427,ＥｄｕＬａｂ,145.0,1.8351672,-0.05057
4428,シノプス,19.80454,2.2668872,0.11851
4429,リックソフト,14.925882,1.1890123,0.08293
4430,東海ソフト,9.813455,1.401755,
4431,スマレジ,27.932837,5.42803,0.23876
4432,ウイングアーク１ｓｔ,15.015272,2.067497,0.14579001
4433,ヒト・コミュニケーションズ・ホールディングス,34.131508,1.5916032,0.16949
4434,サーバーワークス,,1.5466555,-0.05671
4436,ミンカブ・ジ・インフォノイド,,5.9735494,-1.42638
4437,ｇｏｏｄｄａｙｓホールディングス,23.040558,1.8324368,0.19607
4438,Ｗｅｌｂｙ,,10.10101,-0.9352
4439,東名,10.650195,2.2820108,0.24114001
4440,ヴィッツ,11.44177,1.6997916,0.16061
4441,トビラシステムズ,23.419893,5.733477,0.25867
4442,バルテス・ホールディングス,16.23301,2.4229496,0.17934999
4443,Ｓａｎｓａｎ,82.62214,8.914035,0.15695
4444,インフォネット,,1.7820132,
4445,リビン・テクノロジーズ,15.220991,2.7123625,0.19233999
4446,Ｌｉｎｋ－Ｕグループ,,4.0292315,
4447,ピー・ビーシステムズ,34.48524,2.686649,0.049889997
4448,ｋｕｂｅｌｌ,61.309525,6.5004735,0.119540006
4449,ギフティ,37.174843,3.6757643,0.10974
4450,パワーソリューションズ,20.407997,2.1990244,0.12073
4452,花王,25.9066,2.5538843,0.10995
4461,第一工業製薬,23.20192,1.8404828,
4462,石原ケミカル,14.430055,1.4901016,0.111949995
4463,日華化学,11.07416,0.7527846,0.07198
4464,ソフト９９コーポレーション,27.24715,1.3589786,0.05669
4465,ニイタカ,6.693365,0.88969195,0.10569
4471,三洋化成工業,8.312498,0.7434112,0.09594
4475,ＨＥＮＮＧＥ,23.811775,9.575156,0.3763
4476,ＡＩ　ＣＲＯＳＳ,24.450224,2.0211892,0.09034
4477,ＢＡＳＥ,19.565216,2.3602371,0.12745
4478,フリー,163.93552,7.174959,0.045560002
4479,マクアケ,32.465496,2.312162,0.109639995
4480,メドレー,76.340904,4.843727,0.05568
4481,ベース,15.037595,4.3535876,0.29975998
4482,ウィルズ,17.793337,5.7432747,0.35446
4483,ＪＭＤＣ,39.0625,2.8755784,0.08868
4484,ランサーズ,28.72984,3.188633,0.1445
4486,ユナイトアンドグロウ,13.156878,2.9308727,0.18837999
4487,スペースマーケット,16.449236,3.4889317,0.24208
4488,ＡＩ　ｉｎｓｉｄｅ,,1.9729043,-0.08179
4490,ビザスク,9.3982725,3.2243063,0.71724
4491,コンピューターマネージメント,15.037408,1.5586067,0.120179996
4492,ゼネテック,17.035961,2.2604914,0.17135
4493,サイバーセキュリティクラウド,20.492004,3.8625524,0.26808
4494,バリオセキュア,9.542123,0.59840435,0.059510004
4495,アイキューブドシステムズ,15.527602,3.8304074,0.25608
4496,コマースＯｎｅホールディングス,30.963207,1.991174,0.086
4498,サイバートラスト,22.93578,2.8558373,0.13874
4499,Ｓｐｅｅｅ,,4.4156837,-0.19285
4502,武田薬品工業,78.7426,1.15448,0.01503
4503,アステラス製薬,36.762165,2.5944693,0.19815001
4506,住友ファーマ,5.6592627,3.0304863,0.48386002
4507,塩野義製薬,16.051044,1.809676,0.13512
4512,わかもと製薬,172.81554,1.0234767,-0.0183
4516,日本新薬,10.74103,1.2089901,0.11224
4519,中外製薬,31.64538,6.782765,0.22103001
4521,科研製薬,294.22128,1.0843049,-0.02546
4523,エーザイ,27.93261,1.5497667,0.04887
4524,森下仁丹,15.698985,0.7189423,0.044710003
4526,理研ビタミン,9.06616,1.0262864,0.11729
4527,ロート製薬,15.408643,1.88071,0.12199
4528,小野薬品工業,21.459782,1.3467585,0.075
4530,久光製薬,22.522823,1.4581195,0.06811
4531,有機合成薬品工業,11.66977,0.608181,0.05076
4534,持田製薬,18.974981,0.927326,0.04797
4536,参天製薬,19.11955,2.0114262,0.10786
4538,扶桑薬品工業,,0.5683551,
4539,日本ケミファ,12.270115,0.32060957,0.028889999
4540,ツムラ,10.330589,0.9162687,0.09264
4543,テルモ,24.570719,2.1074846,0.08743
4544,Ｈ．Ｕ．グループホールディングス,47.167267,1.293249,0.0398
4547,キッセイ薬品工業,14.144189,0.9271556,0.06656
4548,生化学工業,,0.5519139,-0.0102699995
4549,栄研化学,27.24784,2.4004114,0.08604
4552,ＪＣＲファーマ,,1.6222011,-0.04856
4553,東和薬品,10.3413725,1.12502,0.11956
4554,富士製薬工業,19.959366,1.2534724,0.04875
4556,カイノス,16.000282,3.7713246,0.03111
4558,中京医薬品,28.248589,0.8535919,0.01344
4559,ゼリア新薬工業,18.181105,1.0628003,0.07992
4563,アンジェス,,7.211539,-1.9587101
4564,オンコセラピー・サイエンス,,4.7568707,-0.59407
4565,ネクセラファーマ,,1.5028803,-0.19349001
4568,第一三共,19.645721,3.1804159,0.18267
4569,杏林製薬,10.111529,0.6788378,0.08006
4570,免疫生物研究所,44.04901,7.9814367,0.23038
4571,ＮＡＮＯホールディングス,,4.0683484,-0.31370002
4572,カルナバイオサイエンス,,25.9135,-1.56075
4574,大幸薬品,16.258837,0.5685545,0.20142001
4575,キャンバス,,6.169666,-0.46145
4576,デ・ウエスタン・セラピテクス研究所,,3.5562954,-0.58329
4577,ダイト,18.216063,0.7677556,0.05664
4578,大塚ホールディングス,15.361051,1.8333035,0.12461001
4579,ラクオリア創薬,75.21968,3.036473,0.0438
4582,シンバイオ製薬,,4.542687,-1.7478501
4583,カイオム・バイオサイエンス,,6.282787,-0.31639
4584,キッズウェル・バイオ,36.764706,6.4386525,
4586,メドレックス,,2.494055,-0.4446
4587,ペプチドリーム,,8.919951,0.0779
4588,オンコリスバイオファーマ,,41.74695,-1.1009201
4591,リボミック,,1.4490556,-0.32939
4592,サンバイオ,,11.993117,-0.50003
4593,ヘリオス,,8.75636,-0.63841
4594,ブライトパス・バイオ,,6.6077056,
